category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_ids,label,feature_status
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:10,A4Z6T7;P11245,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:107,Q08828,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:108,Q08462;Q71UM8,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:109,O60266,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:111,A0A384P5Q5;B7Z2C7;O95622,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:112,O43306,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:113,P51828;Q86YI0,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:114,A0A0K0K1K3;P40145;Q4F7X0,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:115,O60503,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:124,P07327,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:125,P00325;V9HW50,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:126,P00326,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:128,P11766;Q6IRT1,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:131,A0A0C4DG85;P40394,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:1725,P49366,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:191,A0A384MTQ3;P23526,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:196883,Q8NFM4,1,missing_uniprot_affinity_for_target
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:216,P00352;V9HW83,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:217,A0A384NPN7;P05091,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2582,A0A384NL38;Q14376,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2597,P04406;V9HVZ4,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2746,E9KL48;P00367,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2936,P00390;V9HW90,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3028,A0A0S2Z410;Q99714,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3033,A0A140VK76;Q16836,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3292,P14061,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3295,A0A0S2Z4J1;B2R659;P51659,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:349565,Q49AL4;Q96T66,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3615,A0A384N6C2;P12268,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3939,P00338;V9HWB9,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3945,P07195;Q5U077,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:4190,P40925;V9HWF2,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:4200,P23368,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:55811,A0A0K0K1J8;Q96PN6,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:5860,A0A140VKA9;P09417,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:64802,Q9HAN9,1,feature_complete
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:6652,Q00796,1,feature_complete
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:1610,A0A024RBI1;P14920,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:1728,P15559,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:1806,Q12882,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:2232,A0A0A0MT64;P22570,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:2326,B2RCG5;Q01740,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:2639,Q92947,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:27034,Q9UKU7,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:2936,P00390;V9HW90,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:34,A0A0S2Z366;P11310,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:35,E5KSD5;P16219,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:3712,A0A0A0MT83;A0ACM8RFH8;P26440,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:4129,P27338,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:4835,B3KPX6;P16083,1,missing_ligand_affinity_file
enzyme,D00005,643975,Flavin Adenine Dinucleotide,hsa:7498,P47989,1,missing_ligand_affinity_file
enzyme,D00007,33032,L-Glutamic Acid,hsa:2746,E9KL48;P00367,1,feature_complete
enzyme,D00007,33032,L-Glutamic Acid,hsa:31,Q13085,1,missing_uniprot_affinity_for_target
enzyme,D00014,124886,Glutathione,hsa:2936,P00390;V9HW90,1,feature_complete
enzyme,D00014,124886,Glutathione,hsa:2950,P09211;V9HWE9,1,feature_complete
enzyme,D00018,54670067,L-Ascorbic Acid,hsa:5033,P13674,1,feature_complete
enzyme,D00018,54670067,L-Ascorbic Acid,hsa:5351,Q02809,1,missing_uniprot_affinity_for_target
enzyme,D00021,6140,L-Phenylalanine,hsa:10056,Q9NSD9,1,feature_complete
enzyme,D00021,6140,L-Phenylalanine,hsa:10667,O95363,1,feature_complete
enzyme,D00021,6140,L-Phenylalanine,hsa:2193,Q6IBR2;Q9Y285,1,feature_complete
enzyme,D00021,6140,L-Phenylalanine,hsa:5053,P00439,1,feature_complete
enzyme,D00021,6140,L-Phenylalanine,hsa:6898,A0A140VKB7;P17735,1,feature_complete
enzyme,D00021,6140,L-Phenylalanine,hsa:7054,P07101;P78428,1,feature_complete
enzyme,D00027,1174,Uracil,hsa:1806,Q12882,1,missing_uniprot_affinity_for_target
enzyme,D00027,1174,Uracil,hsa:31,Q13085,1,feature_complete
enzyme,D00029,171548,Biotin,hsa:31,Q13085,1,missing_uniprot_affinity_for_target
enzyme,D00029,171548,Biotin,hsa:3141,P50747,1,missing_uniprot_affinity_for_target
enzyme,D00029,171548,Biotin,hsa:32,O00763,1,missing_uniprot_affinity_for_target
enzyme,D00029,171548,Biotin,hsa:5091,P11498,1,feature_complete
enzyme,D00029,171548,Biotin,hsa:5095,P05165,1,feature_complete
enzyme,D00029,171548,Biotin,hsa:5096,P05166,1,missing_uniprot_affinity_for_target
enzyme,D00029,171548,Biotin,hsa:56922,A0A0S2Z693;Q96RQ3,1,feature_complete
enzyme,D00029,171548,Biotin,hsa:64087,A0A140VK29;Q9HCC0,1,missing_uniprot_affinity_for_target
enzyme,D00029,171548,Biotin,hsa:686,P43251,1,missing_uniprot_affinity_for_target
enzyme,D00032,6274,L-Histidine,hsa:3034,P42357,1,missing_uniprot_affinity_for_target
enzyme,D00032,6274,L-Histidine,hsa:3035,P12081,1,feature_complete
enzyme,D00032,6274,L-Histidine,hsa:3067,P19113,1,feature_complete
enzyme,D00035,145742,L-Proline,hsa:2058,P07814,1,feature_complete
enzyme,D00035,145742,L-Proline,hsa:29920,A0A0S2Z5U6;Q96C36,1,feature_complete
enzyme,D00035,145742,L-Proline,hsa:5625,O43272,1,missing_uniprot_affinity_for_target
enzyme,D00035,145742,L-Proline,hsa:5831,P32322,1,feature_complete
enzyme,D00036,936,Nicotinamide,hsa:683,Q10588,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:100,A0A0S2Z381;P00813,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:1360,P15086,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:1431,O75390,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:231,P15121,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:4191,A0A024R4K3;B3KTM1;P40926,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:4282,I4AY87;P14174,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:50,Q99798,1,missing_uniprot_affinity_for_target
enzyme,D00037,311,Citric Acid,hsa:635,Q93088;V9HWA4,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:7371,Q9BZX2,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:8654,O76074,1,feature_complete
enzyme,D00037,311,Citric Acid,hsa:9955,Q9Y663,1,feature_complete
enzyme,D00038,243,Benzoic Acid,hsa:1610,A0A024RBI1;P14920,1,feature_complete
enzyme,D00038,243,Benzoic Acid,hsa:25824,P30044,1,feature_complete
enzyme,D00039,6287,L-Valine,hsa:10295,O14874,1,missing_uniprot_affinity_for_target
enzyme,D00039,6287,L-Valine,hsa:27034,Q9UKU7,1,feature_complete
enzyme,D00039,6287,L-Valine,hsa:4329,A0A024R6G4;Q02252,1,missing_uniprot_affinity_for_target
enzyme,D00039,6287,L-Valine,hsa:5095,P05165,1,feature_complete
enzyme,D00039,6287,L-Valine,hsa:5096,P05166,1,missing_uniprot_affinity_for_target
enzyme,D00039,6287,L-Valine,hsa:57176,A0A0G2JH62;B4DG77;B4E0K6;Q5ST30,1,missing_uniprot_affinity_for_target
enzyme,D00039,6287,L-Valine,hsa:586,P54687,1,feature_complete
enzyme,D00041,6288,L-Threonine,hsa:5095,P05165,1,feature_complete
enzyme,D00041,6288,L-Threonine,hsa:5096,P05166,1,missing_uniprot_affinity_for_target
enzyme,D00041,6288,L-Threonine,hsa:6897,P26639,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:10279,Q9NQE7,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:10747,O00187,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:11202,O60259,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1200,O14773,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1215,P23946;Q4FEB3,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1675,P00746,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1803,P27487,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2098,A0A140VJJ2;P10768,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2155,P08709,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2158,P00740,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2159,P00742;Q5JVE7,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2160,P03951,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2161,P00748;Q8IZZ5,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:23430,Q9BZJ3,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:23436,P08861,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:28972,A0A5F9YFS9;Q9Y6A9,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3001,P12544,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3002,P10144;Q67BC3,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:327,P13798,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:354,P07288;Q546G3,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3816,P06870,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3817,B4DU77;P20151,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3818,A8K9A9;P03952,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:43,P22303,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:49,P10323,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5045,P09958,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5122,P29120,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5126,P16519,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5167,P22413,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5327,P00750,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5328,P00749,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5340,P00747,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5444,P27169,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5445,Q15165,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5476,P10619;X6R8A1,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:54878,A8K4U2;Q6V1X1,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5547,P42785,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5550,B2RAH7;P48147,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5645,P07478;Q5NV56;Q6PK75,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5646,P35030;Q7Z5F4,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5650,B4DHX9;P49862,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5651,P98073,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5657,P24158,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:590,P06276,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:63036,P08217,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:64499,A0A140VJT7;P20231,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:6768,Q9Y5Y6,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:7174,P29144,1,missing_uniprot_affinity_for_target
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:8192,Q16740,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:91039,Q86TI2,1,feature_complete
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:94009,,1,missing_kegg_target_to_uniprot
enzyme,D00045,60961,Adenosine,hsa:107,Q08828,1,missing_uniprot_affinity_for_target
enzyme,D00049,938,Nicotinic Acid,hsa:23475,B4DDH4;Q15274;V9HWJ5,1,feature_complete
enzyme,D00049,938,Nicotinic Acid,hsa:4837,B0YJ53;P40261,1,feature_complete
enzyme,D00050,493570,Riboflavin,hsa:55312,B2RDZ2;Q969G6,1,feature_complete
enzyme,D00050,493570,Riboflavin,hsa:645,P30043;V9HWI1,1,feature_complete
enzyme,D00052,6049,Ethylenediaminetetraacetic Acid,hsa:1363,A0A384N679;P16870,1,missing_uniprot_affinity_for_target
enzyme,D00052,6049,Ethylenediaminetetraacetic Acid,hsa:3416,P14735,1,feature_complete
enzyme,D00052,6049,Ethylenediaminetetraacetic Acid,hsa:4311,P08473,1,feature_complete
enzyme,D00054,135398641,Inosine,hsa:4860,P00491;V9HWH6,1,feature_complete
enzyme,D00055,967,Orotic Acid,hsa:1723,Q02127,1,feature_complete
enzyme,D00065,6306,L-Isoleucine,hsa:10295,O14874,1,missing_uniprot_affinity_for_target
enzyme,D00065,6306,L-Isoleucine,hsa:3376,P41252,1,missing_uniprot_affinity_for_target
enzyme,D00065,6306,L-Isoleucine,hsa:36,A0A0S2Z3P9;P45954,1,feature_complete
enzyme,D00065,6306,L-Isoleucine,hsa:38,A0A140VJX1;P24752,1,feature_complete
enzyme,D00065,6306,L-Isoleucine,hsa:5095,P05165,1,feature_complete
enzyme,D00065,6306,L-Isoleucine,hsa:5096,P05166,1,missing_uniprot_affinity_for_target
enzyme,D00065,6306,L-Isoleucine,hsa:586,P54687,1,feature_complete
enzyme,D00065,6306,L-Isoleucine,hsa:587,O15382,1,feature_complete
enzyme,D00070,135398658,Folic Acid,hsa:2356,Q05932,1,missing_uniprot_affinity_for_target
enzyme,D00070,135398658,Folic Acid,hsa:8836,Q92820,1,feature_complete
enzyme,D00086,864,alpha Lipoic acid,hsa:51601,Q9Y234,1,missing_uniprot_affinity_for_target
enzyme,D00094,444795,Retinoic Acid,hsa:216,P00352;V9HW83,1,feature_complete
enzyme,D00094,444795,Retinoic Acid,hsa:8854,O94788,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:239,P18054,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:240,P09917,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:242,O75342,1,missing_uniprot_affinity_for_target
enzyme,D00097,338,Salicylic Acid,hsa:246,P16050,1,missing_uniprot_affinity_for_target
enzyme,D00097,338,Salicylic Acid,hsa:247,O15296,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:3551,O14920,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:4025,P22079,1,missing_uniprot_affinity_for_target
enzyme,D00097,338,Salicylic Acid,hsa:4048,A0A140VK27;P09960,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:4353,P05164,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:5742,P23219,1,feature_complete
enzyme,D00097,338,Salicylic Acid,hsa:8288,P11678,1,missing_uniprot_affinity_for_target
enzyme,D00103,444305,L-Tartaric acid,hsa:51205,Q9NPH0,1,feature_complete
enzyme,D00103,444305,L-Tartaric acid,hsa:52,P24666;Q59EH3,1,feature_complete
enzyme,D00103,444305,L-Tartaric acid,hsa:53,P11117,1,missing_uniprot_affinity_for_target
enzyme,D00103,444305,L-Tartaric acid,hsa:54,P13686,1,feature_complete
enzyme,D00103,444305,L-Tartaric acid,hsa:55,P15309,1,feature_complete
enzyme,D00103,444305,L-Tartaric acid,hsa:93650,Q9BZG2,1,missing_uniprot_affinity_for_target
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1033,Q16667,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:11072,O95147;Q6FI36,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:11221,Q9Y6W6,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:11266,Q9UNI6,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:128853,Q9H1R2,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:132160,Q96MI6,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:134510,Q8WVY7,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:142679,Q8WTR2,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:150290,Q8NEJ0,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1843,B4DU40;P28562,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1844,Q05923,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1845,P51452,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1846,Q13115,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1847,Q16690,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1848,Q16828,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1849,Q16829,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1850,Q13202,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1852,Q6P9C2;Q99956,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:22843,Q8WY54,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:23035,Q6ZVD8,1,missing_ligand_affinity_file
